11849 11849
6249 5244 80
5244 6764 48
6764 6068 48
6068 8383 112
8383 4240 48
4240 6386 132
6386 6312 32
6312 1104 32
1104 4742 32
4742 4899 32
4899 7979 43
7979 4113 155
4113 1099 59
1099 3664 18
3664 1039 152
1039 1402 59
1402 978 62
978 10758 64
10758 2141 64
2141 6950 96
6950 8420 273
8420 2636 32
2636 9488 32
9488 11090 192
11090 5746 32
5746 2741 192
2741 10644 128
10644 2540 172
2540 1049 66
1049 10546 67
10546 1162 27
1162 1335 32
1335 2526 64
2526 11472 64
11472 1501 96
1501 216 108
216 11683 111
11683 10679 81
10679 10000 50
10000 11372 28
11372 11710 203
11710 1322 74
1322 7965 158
7965 2215 112
2215 1290 64
1290 10966 64
10966 9122 32
9122 8544 32
8544 442 32
442 5929 32
5929 2366 32
2366 7320 128
7320 8828 96
8828 7361 32
7361 4787 32
4787 11348 32
11348 8610 111
8610 5007 122
5007 9869 128
9869 2679 110
2679 1119 111
1119 2032 64
2032 532 64
532 609 64
609 431 64
431 3534 169
3534 7848 229
7848 7825 188
7825 3763 96
3763 11425 110
11425 9231 96
9231 1170 110
1170 7877 48
7877 2317 48
2317 8429 64
8429 3652 128
3652 7641 96
7641 8491 110
8491 5580 96
5580 6873 208
6873 598 110
598 9981 96
9981 8988 110
8988 11387 112
11387 1071 110
1071 6813 128
6813 6836 110
6836 6454 128
6454 8475 110
8475 126 112
126 4688 110
4688 7798 128
7798 4731 110
4731 1466 112
1466 6003 110
6003 7112 96
7112 11631 110
11631 1294 128
1294 722 64
722 11284 48
11284 9379 48
9379 2424 48
2424 8651 64
8651 9226 48
9226 626 80
626 5255 80
5255 3580 32
3580 7498 48
7498 2033 80
2033 2149 80
2149 10467 48
10467 10879 48
10879 4366 64
4366 10077 48
10077 10493 48
10493 10727 110
10727 7840 96
7840 3795 112
3795 7998 110
7998 11773 112
11773 7690 96
7690 1568 134
1568 5679 76
5679 5892 96
5892 2234 112
2234 6760 137
6760 6277 52
6277 8859 111
8859 10214 110
10214 2992 110
2992 251 128
251 1827 110
1827 6086 110
6086 3816 110
3816 9071 112
9071 3794 110
3794 7783 110
7783 3036 110
3036 6524 128
6524 2405 110
2405 8810 112
8810 696 110
696 7017 96
7017 5051 110
5051 11822 110
11822 2628 96
2628 5927 112
5927 9357 110
9357 11211 112
11211 541 96
541 3318 160
3318 6152 96
6152 5176 110
5176 3286 96
3286 5724 110
5724 5352 96
5352 6256 110
6256 5693 96
5693 8955 110
8955 279 64
279 7672 32
7672 7241 64
7241 4448 128
4448 10649 96
10649 7612 110
7612 405 96
405 3661 192
3661 11510 110
11510 10320 110
10320 6884 110
6884 10892 110
10892 10819 110
10819 5941 110
5941 9955 176
9955 10289 110
10289 9137 110
9137 7664 110
7664 8918 80
8918 11050 119
11050 6056 57
6056 8767 59
8767 3285 121
3285 4248 80
4248 10308 64
10308 2512 73
2512 3162 80
3162 5277 160
5277 9296 110
9296 2266 128
2266 1620 110
1620 9233 112
9233 9927 110
9927 3445 80
3445 8203 110
8203 11291 96
11291 3825 110
3825 1329 80
1329 8694 110
8694 7522 80
7522 9528 110
9528 11358 123
11358 11014 186
11014 6252 80
6252 7886 64
7886 6566 128
6566 2157 64
2157 3606 32
3606 1538 32
1538 9504 192
9504 6608 208
6608 4732 96
4732 4069 80
4069 9041 32
9041 3173 32
3173 8704 64
8704 9308 32
9308 8609 80
8609 5195 80
5195 8365 32
8365 760 128
760 10213 32
10213 1034 32
1034 10595 32
10595 1872 32
1872 1786 111
1786 378 108
378 271 110
271 7559 192
7559 5506 110
5506 2876 256
2876 5110 110
5110 4384 128
4384 3356 115
3356 157 32
157 8779 96
8779 10312 80
10312 707 110
707 11275 64
11275 3245 48
3245 732 176
732 8485 110
8485 8987 80
8987 998 27
998 797 185
797 6037 71
6037 113 125
113 860 128
860 8236 128
8236 3361 80
3361 1612 80
1612 8530 32
8530 10460 32
10460 1656 64
1656 1267 32
1267 10659 80
10659 3525 80
3525 6888 48
6888 1287 48
1287 8772 32
8772 3724 32
3724 77 48
77 1426 64
1426 7527 64
7527 665 48
665 1223 32
1223 542 32
542 4264 48
4264 7895 80
7895 5050 64
5050 397 32
397 8348 32
8348 11182 32
11182 10522 48
10522 4772 64
4772 10428 64
10428 8453 48
8453 11365 32
11365 3604 32
3604 8498 48
8498 3437 48
3437 9607 130
9607 8606 66
8606 1972 64
1972 9439 32
9439 3248 64
3248 2789 64
2789 9684 32
9684 3616 96
3616 4146 32
4146 3130 64
3130 4400 64
4400 10776 128
10776 7784 32
7784 9245 64
9245 11244 64
11244 962 32
962 5816 96
5816 4273 32
4273 3538 64
3538 3767 64
3767 9491 32
9491 7313 64
7313 4008 33
4008 7088 50
7088 7937 59
7937 1695 32
1695 6410 32
6410 227 64
227 6197 32
6197 5241 32
5241 2738 128
2738 2315 32
2315 507 64
507 5247 128
5247 4674 80
4674 11781 80
11781 3251 96
3251 9109 112
9109 1507 137
1507 10827 96
10827 9916 110
9916 3419 92
3419 6578 25
6578 8986 171
8986 5111 128
5111 3802 124
3802 8523 73
8523 8374 27
8374 7005 32
7005 7085 80
7085 7716 112
7716 10039 64
10039 9446 64
9446 5226 64
5226 4551 32
4551 10091 80
10091 9781 80
9781 2219 80
2219 4365 80
4365 979 48
979 5477 48
5477 1293 32
1293 11414 32
11414 8375 80
8375 9420 96
9420 10212 208
10212 10432 192
10432 110 32
110 2685 32
2685 8303 96
8303 6971 96
6971 9403 64
9403 7215 80
7215 3376 80
3376 9734 64
9734 1595 64
1595 4206 64
4206 10524 32
10524 9888 48
9888 3638 48
3638 4417 32
4417 2361 48
2361 1764 48
1764 7470 32
7470 6909 48
6909 1492 64
1492 3749 48
3749 5266 48
5266 7573 80
7573 1540 110
1540 7125 110
7125 1780 110
1780 4659 110
4659 10922 128
10922 9744 110
9744 10767 110
10767 779 110
779 2158 112
2158 5144 91
5144 4059 143
4059 5795 96
5795 8100 80
8100 4976 80
4976 2651 80
2651 9566 110
9566 7219 80
7219 486 80
486 5764 80
5764 6168 96
6168 11599 110
11599 11043 96
11043 7193 48
7193 11744 32
11744 6805 32
6805 1026 48
1026 261 48
261 6953 32
6953 4917 64
4917 2288 64
2288 1042 64
1042 10315 128
10315 7479 110
7479 8878 144
8878 5635 110
5635 9419 110
9419 4662 80
4662 3719 64
3719 620 32
620 6942 32
6942 9622 64
9622 10046 64
10046 6677 32
6677 4075 32
4075 5366 80
5366 9672 80
9672 8369 111
8369 7515 155
7515 1404 64
1404 11574 128
11574 5223 64
5223 7555 110
7555 10052 59
10052 1081 50
1081 4198 33
4198 86 32
86 9051 32
9051 4084 64
4084 7944 64
7944 8412 32
8412 8367 32
8367 5455 32
5455 8634 69
8634 9745 33
9745 160 32
160 6632 32
6632 4111 32
4111 2973 32
2973 3984 32
3984 8385 96
8385 9187 32
9187 5905 32
5905 9005 32
9005 9595 64
9595 2220 64
2220 5410 32
5410 162 64
162 11662 32
11662 2890 32
2890 6533 32
6533 283 64
283 8846 32
8846 7457 32
7457 9095 32
9095 6875 64
6875 6881 128
6881 3206 128
3206 6887 32
6887 7149 32
7149 9653 32
9653 1842 64
1842 2591 85
2591 7637 85
7637 8097 32
8097 5473 128
5473 8089 32
8089 7055 64
7055 6910 32
6910 4675 69
4675 10778 33
10778 9283 89
9283 10561 69
10561 5807 32
5807 8146 64
8146 6363 32
6363 6733 32
6733 1268 32
1268 7223 96
7223 11080 32
11080 48 64
48 11099 32
11099 11421 32
11421 4261 32
4261 9129 96
9129 7032 64
7032 11485 32
11485 11577 32
11577 3427 32
3427 7468 32
7468 2309 64
2309 6031 32
6031 1707 32
1707 5966 32
5966 3274 64
3274 470 64
470 4962 69
4962 10441 254
10441 6967 44
6967 9597 32
9597 6817 32
6817 10 64
10 8152 32
8152 8670 32
8670 5465 64
5465 4747 48
4747 884 48
884 4041 64
4041 11125 32
11125 4458 32
4458 7317 64
7317 9407 64
9407 819 64
819 339 32
339 2310 32
2310 2980 32
2980 8134 64
8134 1000 48
1000 10087 48
10087 5298 64
5298 5611 32
5611 5457 32
5457 11844 64
11844 11677 32
11677 7121 32
7121 3144 32
3144 7737 160
7737 9658 32
9658 5595 48
5595 4593 64
4593 10606 48
10606 5220 27
5220 577 105
577 6988 69
6988 7973 96
7973 3508 33
3508 3430 54
3430 2025 70
2025 5182 62
5182 5117 9
5117 5862 45
5862 10170 66
10170 2249 64
2249 3632 80
3632 9527 64
9527 4938 64
4938 4420 64
4420 7110 130
7110 11418 180
11418 367 32
367 6989 32
6989 1530 65
1530 7420 150
7420 1125 76
1125 7372 64
7372 986 48
986 9287 48
9287 9803 32
9803 1551 32
1551 4288 64
4288 1306 144
1306 9140 80
9140 8556 96
8556 6178 48
6178 10583 128
10583 10527 144
10527 3424 128
3424 9410 32
9410 6746 80
6746 5206 160
5206 7367 123
7367 7356 53
7356 7331 152
7331 9733 97
9733 645 37
645 9767 37
9767 11083 120
11083 10053 108
10053 4360 55
4360 430 94
430 2418 33
2418 1470 32
1470 2412 32
2412 2697 160
2697 5425 64
5425 1723 32
1723 2802 32
2802 6232 32
6232 8036 32
8036 10668 224
10668 3403 32
3403 10754 64
10754 8711 32
8711 11169 32
11169 1658 32
1658 6626 96
6626 742 32
742 5861 32
5861 8975 32
8975 5188 32
5188 1552 64
1552 4965 64
4965 5094 32
5094 7997 106
7997 9853 119
9853 5484 144
5484 5950 32
5950 9652 32
9652 11617 64
11617 3578 144
3578 11792 96
11792 3066 80
3066 11347 48
11347 6473 128
6473 3739 144
3739 5015 128
5015 1485 32
1485 8836 80
8836 5684 112
5684 11270 64
11270 10639 48
10639 4930 48
4930 2633 32
2633 5713 32
5713 1504 64
1504 9736 96
9736 6787 64
6787 9510 32
9510 8361 48
8361 5855 64
5855 5513 112
5513 2398 115
2398 8271 32
8271 7599 32
7599 2851 27
2851 4290 45
4290 11107 455
11107 1591 28
1591 2912 27
2912 11721 45
11721 7481 65
7481 2063 110
2063 2495 37
2495 7584 94
7584 3998 159
3998 2659 28
2659 8600 59
8600 7405 160
7405 3762 60
3762 3743 59
3743 1031 125
1031 1103 136
1103 6818 73
6818 3893 107
3893 8076 81
8076 2154 73
2154 4154 76
4154 11604 141
11604 3276 23
3276 3452 23
3452 9060 34
9060 6281 33
6281 3450 131
3450 5150 69
5150 4453 32
4453 9346 32
9346 10228 94
10228 6431 144
6431 2164 45
2164 2269 136
2269 3640 96
3640 10822 32
10822 1425 32
1425 2563 136
2563 9881 49
9881 5675 94
5675 11300 62
11300 4067 55
4067 6786 102
6786 9893 32
9893 11430 32
11430 5390 32
5390 871 32
871 7291 32
7291 7322 32
7322 8960 32
8960 9777 32
9777 10466 32
10466 8343 32
8343 6651 96
6651 9146 32
9146 2613 32
2613 2549 32
2549 5526 43
5526 7543 127
7543 9766 45
9766 98 106
98 2477 32
2477 6251 64
6251 9096 32
9096 9820 32
9820 11530 75
11530 7604 395
7604 7986 43
7986 5295 152
5295 5493 89
5493 8977 123
8977 8086 48
8086 5955 236
5955 934 32
934 2725 32
2725 10023 69
10023 5644 224
5644 721 48
721 8517 91
8517 6720 86
6720 7451 28
7451 4205 32
4205 5242 117
5242 3545 59
3545 9045 28
9045 5042 127
5042 5132 32
5132 11140 32
11140 9385 37
9385 10745 55
10745 5738 17
5738 11564 55
11564 5163 89
5163 11704 92
11704 4321 32
4321 11096 32
11096 3388 64
3388 5199 32
5199 1572 64
1572 2305 142
2305 1136 78
1136 7113 160
7113 1167 64
1167 6146 32
6146 3785 131
3785 8801 89
8801 3938 32
3938 5814 43
5814 5606 85
5606 11621 438
11621 8552 73
8552 497 111
497 5585 55
5585 3175 104
3175 8314 89
8314 6439 73
6439 7551 96
7551 2335 128
2335 7262 59
7262 3159 124
3159 4704 128
4704 2062 28
2062 10187 32
10187 6917 64
6917 4672 64
4672 8183 32
8183 8232 115
8232 7695 92
7695 1922 118
1922 2621 59
2621 3754 64
3754 2478 64
2478 4343 64
4343 6997 71
6997 8945 132
8945 2693 146
2693 4631 80
4631 5154 32
5154 5490 32
5490 361 64
361 3623 64
3623 6346 32
6346 479 32
479 5916 64
5916 8233 32
8233 6679 112
6679 2543 53
2543 7823 55
7823 6353 113
6353 906 43
906 7731 44
7731 10736 166
10736 8723 69
8723 1885 94
1885 7343 75
7343 6085 91
6085 10056 91
10056 3264 75
3264 1742 50
1742 272 69
272 6644 37
6644 1888 110
1888 2306 69
2306 3459 32
3459 3847 173
3847 1237 33
1237 6856 69
6856 1614 89
1614 8406 128
8406 5275 33
5275 346 128
346 6531 137
6531 5826 55
5826 4415 126
4415 1102 34
1102 3956 69
3956 10033 32
10033 7472 32
7472 2276 89
2276 2246 305
2246 6478 43
6478 6108 60
6108 7537 41
7537 994 43
994 7532 146
7532 11768 96
11768 1901 75
1901 5954 123
5954 11845 60
11845 10733 80
10733 8023 91
8023 6116 112
6116 2831 155
2831 11455 64
11455 7220 32
7220 11314 32
11314 6237 48
6237 7782 48
7782 10582 128
10582 403 64
403 7940 64
7940 1246 111
1246 3293 107
3293 11117 85
11117 10642 85
10642 3017 125
3017 9764 71
9764 5564 111
5564 580 128
580 808 112
808 1384 110
1384 1579 64
1579 6804 44
6804 7169 25
7169 10501 43
10501 4305 76
4305 130 41
130 5912 123
5912 2544 124
2544 911 25
911 6883 111
6883 3617 112
3617 1917 117
1917 4801 110
4801 943 158
943 1769 69
1769 218 114
218 244 32
244 2342 32
2342 4258 32
4258 4160 32
4160 5817 32
5817 10657 32
10657 8646 64
8646 9770 69
9770 3277 33
3277 11483 106
11483 4923 28
4923 2918 32
2918 7274 128
7274 3519 64
3519 7533 111
7533 1197 71
1197 8778 50
8778 7373 46
7373 8334 18
8334 9687 87
9687 6593 99
6593 7669 131
7669 1345 28
1345 9884 71
9884 5993 73
5993 10667 69
10667 2777 32
2777 6480 32
6480 1338 37
1338 6330 72
6330 7045 69
7045 2755 32
2755 4901 44
4901 7227 55
7227 3370 41
3370 7145 81
7145 2922 98
2922 4481 48
4481 11371 125
11371 718 103
718 6974 80
6974 5943 37
5943 7090 109
7090 1657 18
1657 9557 54
9557 11327 75
11327 10969 56
10969 2745 74
2745 7426 28
7426 10174 27
10174 4061 72
4061 1216 34
1216 6761 69
6761 7594 64
7594 4137 32
4137 5930 32
5930 671 32
671 9445 32
9445 1696 109
1696 6093 72
6093 4241 60
4241 11539 64
11539 6186 123
6186 11155 9
11155 5581 151
5581 2433 18
2433 7016 54
7016 2165 65
2165 256 126
256 11385 145
11385 4846 18
4846 8869 112
8869 2087 131
2087 2894 43
2894 10529 32
10529 920 32
920 4597 44
4597 9338 55
9338 1115 17
1115 5191 33
5191 4529 155
4529 9103 48
9103 1700 64
1700 5201 172
5201 5653 154
5653 11286 166
11286 418 17
418 2516 36
2516 7971 69
7971 961 94
961 426 55
426 5968 37
5968 8347 37
8347 5647 69
5647 5873 82
5873 11377 71
11377 8302 79
8302 5978 32
5978 4399 32
4399 1024 85
1024 4349 32
4349 5362 96
5362 3065 32
3065 2784 32
2784 7030 32
7030 9106 69
9106 2274 207
2274 650 32
650 11246 240
11246 10958 32
10958 4802 32
4802 154 69
154 4701 98
4701 1130 69
1130 3151 101
3151 3922 37
3922 2421 69
2421 937 55
937 4689 64
4689 8650 32
8650 3954 64
3954 977 64
977 8885 32
8885 6674 43
6674 852 89
852 1041 32
1041 4170 32
4170 1573 55
1573 3926 69
3926 10794 129
10794 2109 33
2109 7502 32
7502 10593 64
10593 682 284
682 11453 32
11453 10469 177
10469 5515 89
5515 2783 32
2783 9490 32
9490 317 32
317 8009 32
8009 9793 32
9793 7099 160
7099 3952 64
3952 9175 32
9175 5309 32
5309 9866 32
9866 8550 32
8550 6830 224
6830 1556 32
1556 10864 64
10864 3751 32
3751 5765 32
5765 7299 32
7299 7924 96
7924 622 32
622 2406 32
2406 6118 33
6118 7896 69
7896 3714 64
3714 9282 64
9282 10323 32
10323 10556 64
10556 1896 32
1896 2862 32
2862 634 246
634 10020 32
10020 5969 32
5969 9040 64
9040 5252 110
5252 11726 69
11726 10336 96
10336 101 32
101 5907 64
5907 1149 32
1149 6586 32
6586 6428 32
6428 7324 32
7324 10851 64
10851 7946 64
7946 11008 32
11008 7617 64
7617 5036 64
5036 2938 32
2938 7084 96
7084 8031 32
8031 10699 64
10699 2794 64
2794 7704 128
7704 10494 32
10494 4014 64
4014 11065 64
11065 7814 32
7814 5991 111
5991 7340 32
7340 3166 64
3166 6358 64
6358 7157 32
7157 4060 64
4060 4013 89
4013 1486 33
1486 3930 179
3930 8016 27
8016 6928 32
6928 9631 32
9631 8717 32
8717 2261 80
2261 6321 80
6321 6357 96
6357 6965 96
6965 8742 32
8742 9408 48
9408 8220 96
8220 4895 80
4895 116 112
116 2839 134
2839 7929 27
7929 4510 48
4510 8524 96
8524 7154 137
7154 3532 110
3532 6179 110
6179 6877 128
6877 848 64
848 10934 96
10934 7639 96
7639 851 126
851 3889 60
3889 9601 96
9601 4409 96
4409 506 64
506 311 110
311 161 64
161 2796 96
2796 3469 64
3469 9639 64
9639 10953 48
10953 4619 48
4619 7792 32
7792 5096 32
5096 78 64
78 8495 64
8495 9479 110
9479 7403 128
7403 266 64
266 8867 111
8867 6789 91
6789 3482 110
3482 2382 108
2382 47 112
47 10338 64
10338 8696 64
8696 1900 32
1900 8924 32
8924 8978 32
8978 9638 32
9638 1753 80
1753 11601 112
11601 6038 64
6038 8835 64
8835 8568 64
8568 2815 32
2815 8748 80
8748 3594 80
3594 8024 80
8024 2272 80
2272 2721 48
2721 4357 48
4357 3567 32
3567 11557 32
11557 2953 80
2953 2227 96
2227 9791 128
9791 3386 220
3386 2348 112
2348 6504 80
6504 4388 80
4388 2901 32
2901 10843 32
10843 11478 64
11478 11136 64
11136 2293 32
2293 9706 32
9706 1796 64
1796 5129 80
5129 5750 80
5750 5649 64
5649 5917 64
5917 7410 64
7410 4395 32
4395 9798 48
9798 11053 48
11053 4817 32
4817 1047 32
1047 10694 48
10694 1461 48
1461 3123 48
3123 11373 64
11373 287 48
287 30 48
30 1069 80
1069 1599 128
1599 3630 80
3630 11217 80
11217 8964 96
8964 6511 128
6511 3537 109
3537 780 54
780 813 54
813 4743 183
4743 629 85
629 2296 85
2296 8561 85
8561 8014 64
8014 11058 64
11058 7037 64
7037 3041 169
3041 11833 128
11833 11692 110
11692 1166 111
1166 9132 98
9132 1608 110
1608 7198 98
7198 8997 140
8997 7325 110
7325 8482 128
8482 7755 64
7755 887 64
887 2999 85
2999 775 73
775 11727 73
11727 1558 73
1558 6331 96
6331 11092 80
11092 9523 64
9523 11730 73
11730 11550 80
11550 1403 64
1403 6641 73
6641 3057 80
3057 8888 64
8888 11842 73
11842 11593 80
11593 4009 64
4009 3815 111
3815 4215 110
4215 9263 85
9263 4863 98
4863 6151 110
6151 3858 98
3858 3327 85
3327 7905 64
7905 4915 110
4915 1252 64
1252 7587 111
7587 8113 60
8113 3075 32
3075 8360 27
8360 8994 137
8994 9940 111
9940 11057 64
11057 2061 64
2061 6404 64
6404 4781 64
4781 2617 160
2617 8135 64
8135 8074 64
8074 9317 130
9317 3789 111
3789 4237 64
4237 4812 32
4812 2520 208
2520 2436 115
2436 11438 84
11438 1374 60
1374 11180 32
11180 10061 32
10061 9383 96
9383 3254 64
3254 269 64
269 7282 96
7282 9165 64
9165 10429 220
10429 3262 32
3262 4700 32
4700 10885 96
10885 5761 64
5761 2210 64
2210 5531 96
5531 1837 64
1837 9167 111
9167 3647 98
3647 372 110
372 5095 220
5095 8411 96
8411 6723 80
6723 586 32
586 611 32
611 8678 48
8678 7775 48
7775 1807 80
1807 9482 80
9482 10554 80
10554 10477 80
10477 5102 32
5102 6257 64
6257 2143 110
2143 3853 110
3853 7411 96
7411 11579 110
11579 2798 92
2798 4753 111
4753 5021 64
5021 7345 64
7345 8647 64
8647 1710 64
1710 2588 64
2588 8714 96
8714 11105 96
11105 7097 128
7097 4162 110
4162 6267 110
6267 11150 128
11150 8427 64
8427 971 112
971 2052 80
2052 7387 32
7387 2206 32
2206 9809 32
9809 493 32
493 827 48
827 11480 48
11480 8286 64
8286 1117 110
1117 10959 64
10959 1580 96
1580 5057 64
5057 10483 64
10483 11542 110
11542 1460 64
1460 5278 59
5278 2856 125
2856 11644 64
11644 967 111
967 1139 60
1139 7907 91
7907 10272 143
10272 9751 96
9751 5893 110
5893 4730 96
4730 2186 110
2186 5591 96
5591 2218 110
2218 7027 96
7027 1882 110
1882 3535 96
3535 5301 128
5301 618 68
618 3864 39
3864 1315 96
1315 8795 110
8795 2670 96
2670 4050 96
4050 963 110
963 11435 96
11435 508 96
508 8661 110
8661 5849 96
5849 4519 96
4519 4202 110
4202 3259 96
3259 3268 96
3268 7031 59
7031 7488 67
7488 353 32
353 9748 32
9748 3385 64
3385 402 32
402 11520 32
11520 6184 32
6184 11317 96
11317 350 32
350 3627 64
3627 5475 32
5475 509 32
509 8604 32
8604 3401 143
3401 11426 55
11426 11401 125
11401 5931 80
5931 6268 176
6268 1085 112
1085 8713 110
8713 2580 110
2580 10515 112
10515 717 110
717 2903 96
2903 3413 80
3413 5709 110
5709 3086 80
3086 11641 115
11641 5756 32
5756 3732 96
3732 592 146
592 5383 160
5383 6706 64
6706 5729 80
5729 1191 112
1191 2866 64
2866 1983 96
1983 10424 64
10424 2859 91
2859 11013 114
11013 8043 64
8043 10128 32
10128 7431 32
7431 4671 48
4671 952 48
952 3679 32
3679 2243 32
2243 11607 48
11607 1203 64
1203 6222 48
6222 1913 32
1913 7721 32
7721 9865 32
9865 7741 80
7741 8386 80
8386 169 110
169 11130 160
11130 1327 64
1327 3183 80
3183 2012 112
2012 3116 64
3116 6738 96
6738 2003 64
2003 787 110
787 2950 64
2950 8101 60
8101 778 89
778 8813 123
8813 8701 76
8701 8920 17
8920 1194 33
1194 11265 64
11265 908 32
908 3988 69
3988 7901 120
7901 6209 48
6209 6866 44
6866 7390 38
7390 8738 64
8738 1631 32
1631 8957 32
8957 2144 64
2144 10931 69
10931 2273 33
2273 288 130
288 1986 117
1986 2566 123
2566 7989 232
7989 1601 32
1601 6009 64
6009 11838 32
11838 6063 32
6063 857 96
857 7815 32
7815 1100 164
1100 2828 155
2828 10218 99
10218 7851 37
7851 2622 64
2622 2098 33
2098 7530 105
7530 3943 55
3943 5522 130
5522 3126 96
3126 3296 64
3296 6523 123
6523 10764 62
10764 8875 33
8875 4484 66
4484 10420 28
10420 5612 32
5612 6234 48
6234 4833 64
4833 10560 64
10560 4759 48
4759 4686 32
4686 1336 32
1336 3872 134
3872 5730 76
5730 8026 96
8026 6310 64
6310 10132 110
10132 8093 32
8093 10930 32
10930 856 48
856 11753 247
11753 5544 64
5544 659 96
659 9759 64
9759 6208 112
6208 8293 112
8293 8916 64
8916 3933 96
3933 10066 128
10066 5067 64
5067 5421 96
5421 1832 110
1832 3782 48
3782 11816 48
11816 7160 32
7160 5870 32
5870 7985 48
7985 8310 80
8310 2655 64
2655 3928 32
3928 2675 32
2675 5358 32
5358 11041 48
11041 2955 64
2955 3744 64
3744 11597 48
11597 4064 32
4064 11292 32
11292 8887 48
8887 17 48
17 1889 32
1889 3315 32
3315 9462 96
9462 11189 96
11189 4408 48
4408 11689 121
11689 11297 112
11297 9996 110
9996 7701 80
7701 10711 64
10711 4299 64
4299 4402 128
4402 3970 110
3970 3976 60
3976 4088 126
4088 3069 64
3069 6530 32
6530 4327 48
4327 7829 64
7829 8240 48
8240 2470 64
2470 1979 64
1979 63 112
63 5254 80
5254 2189 64
2189 2177 176
2177 7440 110
7440 3939 123
3939 6313 117
6313 7206 110
7206 11715 96
11715 11243 64
11243 3325 48
3325 9075 48
9075 10304 32
10304 1834 32
1834 10985 32
10985 9061 27
9061 3235 111
3235 548 64
548 2521 64
2521 4824 96
4824 4293 111
4293 1004 55
1004 4371 92
4371 11784 62
11784 11323 102
11323 10978 115
10978 381 85
381 8947 111
8947 6600 32
6600 10762 69
10762 10106 32
10106 7155 32
7155 9437 32
9437 10459 32
10459 3421 96
3421 8195 32
8195 8022 32
8022 7260 32
7260 11111 64
11111 9719 64
9719 4739 96
4739 6769 32
6769 1629 64
1629 9353 32
9353 10475 32
10475 6563 32
6563 5090 32
5090 4601 64
4601 2050 64
2050 9016 32
9016 189 64
189 5357 111
5357 5041 96
5041 6010 32
6010 10878 111
10878 1648 32
1648 9533 32
9533 11708 69
11708 10914 162
10914 9427 27
9427 11253 92
11253 7022 88
7022 7720 32
7720 4643 64
4643 2952 64
2952 9807 32
9807 4790 64
4790 4728 64
4728 2756 168
2756 6893 123
6893 6132 128
6132 7389 144
7389 8598 144
8598 2841 96
2841 11705 64
11705 3314 110
3314 6947 32
6947 1280 32
1280 9265 48
9265 9550 48
9550 4223 64
4223 7208 80
7208 761 64
761 455 80
455 11033 80
11033 2145 48
2145 10479 96
10479 4810 96
4810 9646 48
9646 147 48
147 4362 32
4362 3550 32
3550 6695 48
6695 11832 48
11832 7978 80
7978 3457 96
3457 5140 112
5140 2408 17
2408 2810 47
2810 7609 155
7609 9148 96
9148 5856 64
5856 6265 96
6265 8056 110
8056 5667 96
5667 6488 64
6488 5560 96
5560 7289 110
7289 1876 96
1876 2896 64
2896 4987 96
4987 2858 110
2858 8518 96
8518 4368 64
4368 340 96
340 1825 110
1825 4295 96
4295 4024 64
4024 10416 96
10416 9686 110
9686 5889 96
5889 875 64
875 589 96
589 5658 158
5658 9101 32
9101 8547 64
8547 5824 64
5824 5029 32
5029 11760 64
11760 9207 32
9207 3304 69
3304 5466 65
5466 2822 69
2822 5495 43
5495 11023 77
11023 9873 123
9873 4174 76
4174 3087 64
3087 499 33
499 6889 96
6889 730 32
730 5381 37
5381 8490 39
8490 5962 55
5962 6030 72
6030 7362 69
7362 6902 43
6902 5076 108
5076 5922 110
5922 6694 123
6694 46 112
46 2443 92
2443 8537 59
8537 3015 32
3015 4799 33
4799 4152 105
4152 1408 111
1408 8129 110
8129 2806 110
2806 1381 110
1381 8473 110
8473 1148 128
1148 3512 110
3512 969 110
969 10454 110
10454 10050 110
10050 3109 130
3109 1503 75
1503 6192 110
6192 10064 110
10064 2250 110
2250 1649 110
1649 4854 110
4854 9838 144
9838 9754 96
9754 8546 64
8546 5797 111
5797 710 71
710 9755 89
9755 3371 139
3371 10528 110
10528 1457 110
1457 4888 110
4888 6239 111
6239 2 137
2 1463 87
1463 9563 111
9563 3833 110
3833 10041 110
10041 3894 110
3894 10886 111
10886 1655 87
1655 7655 111
7655 5971 154
5971 3320 110
3320 11502 99
11502 10537 99
10537 8693 110
8693 5731 112
5731 8394 110
8394 867 110
867 5120 112
5120 10940 110
10940 11611 112
11611 4493 176
4493 7394 110
7394 3447 110
3447 2459 110
2459 4626 154
4626 9149 99
9149 9021 83
9021 6901 112
6901 8094 46
8094 7383 82
7383 6485 107
6485 8345 110
8345 7957 110
7957 4892 110
4892 5369 111
5369 10765 129
10765 4474 33
4474 1565 32
1565 7968 79
7968 3078 69
3078 9946 51
9946 6741 41
6741 5578 128
5578 4457 111
4457 5433 112
5433 9823 25
9823 543 111
543 4578 110
4578 10998 192
10998 3071 110
3071 5312 96
5312 10793 110
10793 5217 96
5217 2465 110
2465 5235 39
5235 7920 99
7920 1792 110
1792 5157 96
5157 3676 110
3676 9558 160
9558 7660 96
7660 11191 110
11191 610 96
610 31 110
31 8099 111
8099 6780 84
6780 10924 112
10924 1559 128
1559 5385 110
5385 3323 110
3323 1894 128
1894 5503 64
5503 5415 110
5415 1605 64
1605 11079 115
11079 3199 32
3199 3484 32
3484 204 32
204 10732 85
10732 10092 85
10092 1234 64
1234 661 123
661 1298 111
1298 10122 112
10122 10175 64
10175 1691 111
1691 7762 53
7762 11271 116
11271 7253 112
7253 8620 71
8620 9391 44
9391 9092 135
9092 2684 28
